ProteinA,ProteinB
NONHSAT095714,Q8IUX4
NONHSAT095714,Q8IYB3
NONHSAT095714,Q8WXF1
NONHSAT095714,Q92994
NONHSAT095714,Q96BK5
NONHSAT095714,Q96PU8
NONHSAT095714,Q99575
NONHSAT095714,Q9H633
NONHSAT095714,Q9HCE1
NONHSAT095714,Q9HCJ0
NONHSAT095714,Q9UKL0
NONHSAT095714,Q9UPQ9
NONHSAT095714,P56178
NONHSAT095714,P08151
NONHSAT095714,Q9H9S0
NONHSAT095714,Q99988
NONHSAT095714,P25490
NONHSAT095714,P49711
NONHSAT095714,P31260
NONHSAT095714,Q00839
NONHSAT095714,P49913
NONHSAT095714,Q15465
NONHSAT095714,P48431
NONHSAT095714,O43184
NONHSAT095714,Q7RTS3
NONHSAT095714,P78509
NONHSAT095738,O15042
NONHSAT095738,O60306
NONHSAT095738,O60341
NONHSAT095738,O95707
NONHSAT095738,P01189
NONHSAT095738,P01344
NONHSAT095738,P04150
NONHSAT095738,P04637
NONHSAT095738,P05455
NONHSAT095738,P07910
NONHSAT095738,P09132
NONHSAT095738,P14210
NONHSAT095738,P14859
NONHSAT095738,P23246
NONHSAT095738,P35453
NONHSAT095738,P55899
NONHSAT095738,P61011
NONHSAT095738,P62140
NONHSAT095738,P78345
NONHSAT095738,P84243
NONHSAT095738,Q01844
NONHSAT095738,Q13285
NONHSAT095738,Q13952
NONHSAT095738,Q15233
NONHSAT095738,Q15287
NONHSAT095738,Q15910
NONHSAT095738,Q4G0J3
NONHSAT095738,Q8IUX4
NONHSAT095738,Q8IYB3
NONHSAT095738,Q8WXF1
NONHSAT095738,Q92994
NONHSAT095738,Q96BK5
NONHSAT095738,Q96PU8
NONHSAT095738,Q99575
NONHSAT095738,Q9H633
NONHSAT095738,Q9HCE1
NONHSAT095738,Q9HCJ0
NONHSAT095738,Q9UKL0
NONHSAT095738,Q9UPQ9
NONHSAT095738,P56178
NONHSAT095738,P08151
NONHSAT095738,Q9H9S0
NONHSAT095738,Q99988
NONHSAT095738,P25490
NONHSAT095738,P49711
NONHSAT095738,P31260
NONHSAT095738,Q00839
NONHSAT095738,P49913
NONHSAT095738,Q15465
NONHSAT095738,P48431
NONHSAT095738,O43184
NONHSAT095738,Q7RTS3
NONHSAT095738,P78509
NONHSAT095799,O15042
NONHSAT095799,O60306
NONHSAT095799,O60341
NONHSAT095799,O95707
NONHSAT095799,P01189
NONHSAT095799,P01344
NONHSAT095799,P04150
NONHSAT095799,P04637
NONHSAT095799,P05455
NONHSAT095799,P07910
NONHSAT095799,P09132
NONHSAT095799,P14210
NONHSAT095799,P14859
NONHSAT095799,P23246
NONHSAT095799,P35453
NONHSAT095799,P55899
NONHSAT095799,P61011
NONHSAT095799,P62140
NONHSAT095799,P78345
NONHSAT095799,P84243
NONHSAT095799,Q01844
NONHSAT095799,Q13285
NONHSAT095799,Q13952
NONHSAT095799,Q15233
NONHSAT095799,Q15287
NONHSAT095799,Q15910
NONHSAT095799,Q4G0J3
NONHSAT095799,Q8IUX4
NONHSAT095799,Q8IYB3
NONHSAT095799,Q8WXF1
NONHSAT095799,Q92994
NONHSAT095799,Q96BK5
NONHSAT095799,Q96PU8
NONHSAT095799,Q99575
NONHSAT095799,Q9H633
NONHSAT095799,Q9HCE1
NONHSAT095799,Q9HCJ0
NONHSAT095799,Q9UKL0
NONHSAT095799,Q9UPQ9
NONHSAT095799,P56178
NONHSAT095799,P08151
NONHSAT095799,Q9H9S0
NONHSAT095799,Q99988
NONHSAT095799,P25490
NONHSAT095799,P49711
NONHSAT095799,P31260
NONHSAT095799,Q00839
NONHSAT095799,P49913
NONHSAT095799,Q15465
NONHSAT095799,P48431
NONHSAT095799,O43184
NONHSAT095799,Q7RTS3
NONHSAT095799,P78509
NONHSAT095820,O15042
NONHSAT095820,O60306
NONHSAT095820,O60341
NONHSAT095820,O95707
NONHSAT095820,P01189
NONHSAT095820,P01344
NONHSAT095820,P04150
NONHSAT095820,P04637
NONHSAT095820,P05455
NONHSAT095820,P07910
NONHSAT095820,P09132
NONHSAT095820,P14210
NONHSAT095820,P14859
NONHSAT095820,P23246
NONHSAT095820,P35453
NONHSAT095820,P55899
NONHSAT095820,P61011
NONHSAT095820,P62140
NONHSAT095820,P78345
NONHSAT095820,P84243
NONHSAT095820,Q01844
NONHSAT095820,Q13285
NONHSAT095820,Q13952
NONHSAT095820,Q15233
NONHSAT095820,Q15287
NONHSAT095820,Q15910
NONHSAT095820,Q4G0J3
NONHSAT095820,Q8IUX4
NONHSAT095820,Q8IYB3
NONHSAT095820,Q8WXF1
NONHSAT095820,Q92994
NONHSAT095820,Q96BK5
NONHSAT095820,Q96PU8
NONHSAT095820,Q99575
NONHSAT095820,Q9H633
NONHSAT095820,Q9HCE1
NONHSAT095820,Q9HCJ0
NONHSAT095820,Q9UKL0
NONHSAT095820,Q9UPQ9
NONHSAT095820,P56178
NONHSAT095820,P08151
NONHSAT095820,Q9H9S0
NONHSAT095820,Q99988
NONHSAT095820,P25490
NONHSAT095820,P49711
NONHSAT095820,P31260
NONHSAT095820,Q00839
NONHSAT095820,P49913
NONHSAT095820,Q15465
NONHSAT095820,P48431
NONHSAT095820,O43184
NONHSAT095820,Q7RTS3
NONHSAT095820,P78509
NONHSAT095934,O15042
NONHSAT095934,O60306
NONHSAT095934,O60341
NONHSAT095934,O95707
NONHSAT095934,P01189
NONHSAT095934,P01344
NONHSAT095934,P04150
NONHSAT095934,P04637
NONHSAT095934,P05455
NONHSAT095934,P07910
NONHSAT095934,P09132
NONHSAT095934,P14210
NONHSAT095934,P14859
NONHSAT095934,P23246
NONHSAT095934,P35453
NONHSAT095934,P55899
NONHSAT095934,P61011
NONHSAT095934,P62140
NONHSAT095934,P78345
NONHSAT095934,P84243
NONHSAT095934,Q01844
NONHSAT095934,Q13285
NONHSAT095934,Q13952
NONHSAT095934,Q15233
NONHSAT095934,Q15287
NONHSAT095934,Q15910
NONHSAT095934,Q4G0J3
NONHSAT095934,Q8IUX4
NONHSAT095934,Q8IYB3
NONHSAT095934,Q8WXF1
NONHSAT095934,Q92994
NONHSAT095934,Q96BK5
NONHSAT095934,Q96PU8
NONHSAT095934,Q99575
NONHSAT095934,Q9H633
NONHSAT095934,Q9HCE1
NONHSAT095934,Q9HCJ0
NONHSAT095934,Q9UKL0
NONHSAT095934,Q9UPQ9
NONHSAT095934,P56178
NONHSAT095934,P08151
NONHSAT095934,Q9H9S0
NONHSAT095934,Q99988
NONHSAT095934,P25490
NONHSAT095934,P49711
NONHSAT095934,P31260
NONHSAT095934,Q00839
NONHSAT095934,P49913
NONHSAT095934,Q15465
NONHSAT095934,P48431
NONHSAT095934,O43184
NONHSAT095934,Q7RTS3
NONHSAT095934,P78509
NONHSAT096369,O15042
NONHSAT096369,O60306
NONHSAT096369,O60341
NONHSAT096369,O95707
NONHSAT096369,P01189
NONHSAT096369,P01344
NONHSAT096369,P04150
NONHSAT096369,P04637
NONHSAT096369,P05455
NONHSAT096369,P07910
NONHSAT096369,P09132
NONHSAT096369,P14210
NONHSAT096369,P14859
NONHSAT096369,P23246
NONHSAT096369,P35453
NONHSAT096369,P55899
NONHSAT096369,P61011
NONHSAT096369,P62140
NONHSAT096369,P78345
NONHSAT096369,P84243
NONHSAT096369,Q01844
NONHSAT096369,Q13285
NONHSAT096369,Q13952
NONHSAT096369,Q15233
NONHSAT096369,Q15287
NONHSAT096369,Q15910
NONHSAT096369,Q4G0J3
NONHSAT096369,Q8IUX4
NONHSAT096369,Q8IYB3
NONHSAT096369,Q8WXF1
NONHSAT096369,Q92994
NONHSAT096369,Q96BK5
NONHSAT096369,Q96PU8
NONHSAT096369,Q99575
NONHSAT096369,Q9H633
NONHSAT096369,Q9HCE1
NONHSAT096369,Q9HCJ0
NONHSAT096369,Q9UKL0
NONHSAT096369,Q9UPQ9
NONHSAT096369,P56178
NONHSAT096369,P08151
NONHSAT096369,Q9H9S0
NONHSAT096369,Q99988
NONHSAT096369,P25490
NONHSAT096369,P49711
NONHSAT096369,P31260
NONHSAT096369,Q00839
NONHSAT096369,P49913
NONHSAT096369,Q15465
NONHSAT096369,P48431
NONHSAT096369,O43184
NONHSAT096369,Q7RTS3
NONHSAT096369,P78509
NONHSAT096618,O15042
NONHSAT096618,O60306
NONHSAT096618,O60341
NONHSAT096618,O95707
NONHSAT096618,P01189
NONHSAT096618,P01344
NONHSAT096618,P04150
NONHSAT096618,P04637
NONHSAT096618,P05455
NONHSAT096618,P07910
NONHSAT096618,P09132
NONHSAT096618,P14210
NONHSAT096618,P14859
NONHSAT096618,P23246
NONHSAT096618,P35453
NONHSAT096618,P55899
NONHSAT096618,P61011
NONHSAT096618,P62140
NONHSAT096618,P78345
NONHSAT096618,P84243
NONHSAT096618,Q01844
NONHSAT096618,Q13285
NONHSAT096618,Q13952
NONHSAT096618,Q15233
NONHSAT096618,Q15287
NONHSAT096618,Q15910
NONHSAT096618,Q4G0J3
NONHSAT096618,Q8IUX4
NONHSAT096618,Q8IYB3
NONHSAT096618,Q8WXF1
NONHSAT096618,Q92994
NONHSAT096618,Q96BK5
NONHSAT096618,Q96PU8
NONHSAT096618,Q99575
NONHSAT096618,Q9H633
NONHSAT096618,Q9HCE1
NONHSAT096618,Q9HCJ0
NONHSAT096618,Q9UKL0
NONHSAT096618,Q9UPQ9
NONHSAT096618,P56178
NONHSAT096618,P08151
NONHSAT096618,Q9H9S0
NONHSAT096618,Q99988
NONHSAT096618,P25490
NONHSAT096618,P49711
NONHSAT096618,P31260
NONHSAT096618,Q00839
NONHSAT096618,P49913
NONHSAT096618,Q15465
NONHSAT096618,P48431
NONHSAT096618,O43184
NONHSAT096618,Q7RTS3
NONHSAT096618,P78509
NONHSAT096686,O15042
NONHSAT096686,O60306
NONHSAT096686,O60341
NONHSAT096686,O95707
NONHSAT096686,P01189
NONHSAT096686,P01344
NONHSAT096686,P04150
NONHSAT096686,P04637
NONHSAT096686,P05455
NONHSAT096686,P07910
NONHSAT096686,P09132
NONHSAT096686,P14210
NONHSAT096686,P14859
NONHSAT096686,P23246
NONHSAT096686,P35453
NONHSAT096686,P55899
NONHSAT096686,P61011
NONHSAT096686,P62140
NONHSAT096686,P78345
NONHSAT096686,P84243
NONHSAT096686,Q01844
NONHSAT096686,Q13285
NONHSAT096686,Q13952
NONHSAT096686,Q15233
NONHSAT096686,Q15287
NONHSAT096686,Q15910
NONHSAT096686,Q4G0J3
NONHSAT096686,Q8IUX4
NONHSAT096686,Q8IYB3
NONHSAT096686,Q8WXF1
NONHSAT096686,Q92994
NONHSAT096686,Q96BK5
NONHSAT096686,Q96PU8
NONHSAT096686,Q99575
NONHSAT096686,Q9H633
NONHSAT096686,Q9HCE1
NONHSAT096686,Q9HCJ0
NONHSAT096686,Q9UKL0
NONHSAT096686,Q9UPQ9
NONHSAT096686,P56178
NONHSAT096686,P08151
NONHSAT096686,Q9H9S0
NONHSAT096686,Q99988
NONHSAT096686,P25490
NONHSAT096686,P49711
NONHSAT096686,P31260
NONHSAT096686,Q00839
NONHSAT096686,P49913
NONHSAT096686,Q15465
NONHSAT096686,P48431
NONHSAT096686,O43184
NONHSAT096686,Q7RTS3
NONHSAT096686,P78509
NONHSAT096694,O15042
NONHSAT096694,O60306
NONHSAT096694,O60341
NONHSAT096694,O95707
NONHSAT096694,P01189
NONHSAT096694,P01344
NONHSAT096694,P04150
NONHSAT096694,P04637
NONHSAT096694,P05455
NONHSAT096694,P07910
NONHSAT096694,P09132
NONHSAT096694,P14210
NONHSAT096694,P14859
NONHSAT096694,P23246
NONHSAT096694,P35453
NONHSAT096694,P55899
NONHSAT096694,P61011
NONHSAT096694,P62140
NONHSAT096694,P78345
NONHSAT096694,P84243
NONHSAT096694,Q01844
NONHSAT096694,Q13285
NONHSAT096694,Q13952
NONHSAT096694,Q15233
NONHSAT096694,Q15287
NONHSAT096694,Q15910
NONHSAT096694,Q4G0J3
NONHSAT096694,Q8IUX4
NONHSAT096694,Q8IYB3
NONHSAT096694,Q8WXF1
NONHSAT096694,Q92994
NONHSAT096694,Q96BK5
NONHSAT096694,Q96PU8
NONHSAT096694,Q99575
NONHSAT096694,Q9H633
NONHSAT096694,Q9HCE1
NONHSAT096694,Q9HCJ0
NONHSAT096694,Q9UKL0
NONHSAT096694,Q9UPQ9
NONHSAT096694,P56178
NONHSAT096694,P08151
NONHSAT096694,Q9H9S0
NONHSAT096694,Q99988
NONHSAT096694,P25490
NONHSAT096694,P49711
NONHSAT096694,P31260
NONHSAT096694,Q00839
NONHSAT096694,P49913
NONHSAT096694,Q15465
NONHSAT096694,P48431
NONHSAT096694,O43184
NONHSAT096694,Q7RTS3
NONHSAT096694,P78509
NONHSAT096929,O15042
NONHSAT096929,O60306
NONHSAT096929,O60341
NONHSAT096929,O95707
NONHSAT096929,P01189
NONHSAT096929,P01344
NONHSAT096929,P04150
NONHSAT096929,P04637
NONHSAT096929,P05455
NONHSAT096929,P07910
NONHSAT096929,P09132
NONHSAT096929,P14210
NONHSAT096929,P14859
NONHSAT096929,P23246
NONHSAT096929,P35453
NONHSAT096929,P55899
NONHSAT096929,P61011
NONHSAT096929,P62140
NONHSAT096929,P78345
NONHSAT096929,P84243
NONHSAT096929,Q01844
NONHSAT096929,Q13285
NONHSAT096929,Q13952
NONHSAT096929,Q15233
NONHSAT096929,Q15287
NONHSAT096929,Q15910
NONHSAT096929,Q4G0J3
NONHSAT096929,Q8IUX4
NONHSAT096929,Q8IYB3
NONHSAT096929,Q8WXF1
NONHSAT096929,Q92994
NONHSAT096929,Q96BK5
NONHSAT096929,Q96PU8
NONHSAT096929,Q99575
NONHSAT096929,Q9H633
NONHSAT096929,Q9HCE1
NONHSAT096929,Q9HCJ0
NONHSAT096929,Q9UKL0
NONHSAT096929,Q9UPQ9
NONHSAT096929,P56178
NONHSAT096929,P08151
NONHSAT096929,Q9H9S0
NONHSAT096929,Q99988
NONHSAT096929,P25490
NONHSAT096929,P49711
NONHSAT096929,P31260
NONHSAT096929,Q00839
NONHSAT096929,P49913
NONHSAT096929,Q15465
NONHSAT096929,P48431
NONHSAT096929,O43184
NONHSAT096929,Q7RTS3
NONHSAT096929,P78509
NONHSAT097093,O15042
NONHSAT097093,O60306
NONHSAT097093,O60341
NONHSAT097093,O95707
NONHSAT097093,P01189
NONHSAT097093,P01344
NONHSAT097093,P04150
NONHSAT097093,P04637
NONHSAT097093,P05455
NONHSAT097093,P07910
NONHSAT097093,P09132
NONHSAT097093,P14210
NONHSAT097093,P14859
NONHSAT097093,P23246
NONHSAT097093,P35453
NONHSAT097093,P55899
NONHSAT097093,P61011
NONHSAT097093,P62140
NONHSAT097093,P78345
NONHSAT097093,P84243
NONHSAT097093,Q01844
NONHSAT097093,Q13285
NONHSAT097093,Q13952
NONHSAT097093,Q15233
NONHSAT097093,Q15287
NONHSAT097093,Q15910
NONHSAT097093,Q4G0J3
NONHSAT097093,Q8IUX4
NONHSAT097093,Q8IYB3
NONHSAT097093,Q8WXF1
NONHSAT097093,Q92994
NONHSAT097093,Q96BK5
NONHSAT097093,Q96PU8
NONHSAT097093,Q99575
NONHSAT097093,Q9H633
NONHSAT097093,Q9HCE1
NONHSAT097093,Q9HCJ0
NONHSAT097093,Q9UKL0
NONHSAT097093,Q9UPQ9
NONHSAT097093,P56178
NONHSAT097093,P08151
NONHSAT097093,Q9H9S0
NONHSAT097093,Q99988
NONHSAT097093,P25490
NONHSAT097093,P49711
NONHSAT097093,P31260
NONHSAT097093,Q00839
NONHSAT097093,P49913
NONHSAT097093,Q15465
NONHSAT097093,P48431
NONHSAT097093,O43184
NONHSAT097093,Q7RTS3
NONHSAT097093,P78509
NONHSAT097185,O15042
NONHSAT097185,O60306
NONHSAT097185,O60341
NONHSAT097185,O95707
NONHSAT097185,P01189
NONHSAT097185,P01344
NONHSAT097185,P04150
NONHSAT097185,P04637
NONHSAT097185,P05455
NONHSAT097185,P07910
NONHSAT097185,P09132
NONHSAT097185,P14210
NONHSAT097185,P14859
NONHSAT097185,P23246
NONHSAT097185,P35453
NONHSAT097185,P55899
NONHSAT097185,P61011
NONHSAT097185,P62140
NONHSAT097185,P78345
NONHSAT097185,P84243
NONHSAT097185,Q01844
NONHSAT097185,Q13285
NONHSAT097185,Q13952
NONHSAT097185,Q15233
NONHSAT097185,Q15287
NONHSAT097185,Q15910
NONHSAT097185,Q4G0J3
NONHSAT097185,Q8IUX4
NONHSAT097185,Q8IYB3
NONHSAT097185,Q8WXF1
NONHSAT097185,Q92994
NONHSAT097185,Q96BK5
NONHSAT097185,Q96PU8
NONHSAT097185,Q99575
NONHSAT097185,Q9H633
NONHSAT097185,Q9HCE1
NONHSAT097185,Q9HCJ0
NONHSAT097185,Q9UKL0
NONHSAT097185,Q9UPQ9
NONHSAT097185,P56178
NONHSAT097185,P08151
NONHSAT097185,Q9H9S0
NONHSAT097185,Q99988
NONHSAT097185,P25490
NONHSAT097185,P49711
NONHSAT097185,P31260
NONHSAT097185,Q00839
NONHSAT097185,P49913
NONHSAT097185,Q15465
NONHSAT097185,P48431
NONHSAT097185,O43184
NONHSAT097185,Q7RTS3
NONHSAT097185,P78509
NONHSAT097252,O15042
NONHSAT097252,O60306
NONHSAT097252,O60341
NONHSAT097252,O95707
NONHSAT097252,P01189
NONHSAT097252,P01344
NONHSAT097252,P04150
NONHSAT097252,P04637
NONHSAT097252,P05455
NONHSAT097252,P07910
NONHSAT097252,P09132
NONHSAT097252,P14210
NONHSAT097252,P14859
NONHSAT097252,P23246
NONHSAT097252,P35453
NONHSAT097252,P55899
NONHSAT097252,P61011
NONHSAT097252,P62140
NONHSAT097252,P78345
NONHSAT097252,P84243
NONHSAT097252,Q01844
NONHSAT097252,Q13285
NONHSAT097252,Q13952
NONHSAT097252,Q15233
NONHSAT097252,Q15287
NONHSAT097252,Q15910
NONHSAT097252,Q4G0J3
NONHSAT097252,Q8IUX4
NONHSAT097252,Q8IYB3
NONHSAT097252,Q8WXF1
NONHSAT097252,Q92994
NONHSAT097252,Q96BK5
NONHSAT097252,Q96PU8
NONHSAT097252,Q99575
NONHSAT097252,Q9H633
NONHSAT097252,Q9HCE1
NONHSAT097252,Q9HCJ0
NONHSAT097252,Q9UKL0
NONHSAT097252,Q9UPQ9
NONHSAT097252,P56178
NONHSAT097252,P08151
NONHSAT097252,Q9H9S0
NONHSAT097252,Q99988
NONHSAT097252,P25490
NONHSAT097252,P49711
NONHSAT097252,P31260
NONHSAT097252,Q00839
NONHSAT097252,P49913
NONHSAT097252,Q15465
NONHSAT097252,P48431
NONHSAT097252,O43184
NONHSAT097252,Q7RTS3
NONHSAT097252,P78509
NONHSAT097386,O15042
NONHSAT097386,O60306
NONHSAT097386,O60341
NONHSAT097386,O95707
NONHSAT097386,P01189
NONHSAT097386,P01344
NONHSAT097386,P04150
NONHSAT097386,P04637
NONHSAT097386,P05455
NONHSAT097386,P07910
NONHSAT097386,P09132
NONHSAT097386,P14210
NONHSAT097386,P14859
NONHSAT097386,P23246
NONHSAT097386,P35453
NONHSAT097386,P55899
NONHSAT097386,P61011
NONHSAT097386,P62140
NONHSAT097386,P78345
NONHSAT097386,P84243
NONHSAT097386,Q01844
NONHSAT097386,Q13285
NONHSAT097386,Q13952
NONHSAT097386,Q15233
NONHSAT097386,Q15287
NONHSAT097386,Q15910
NONHSAT097386,Q4G0J3
NONHSAT097386,Q8IUX4
NONHSAT097386,Q8IYB3
NONHSAT097386,Q8WXF1
NONHSAT097386,Q92994
NONHSAT097386,Q96BK5
NONHSAT097386,Q96PU8
NONHSAT097386,Q99575
NONHSAT097386,Q9H633
NONHSAT097386,Q9HCE1
NONHSAT097386,Q9HCJ0
NONHSAT097386,Q9UKL0
NONHSAT097386,Q9UPQ9
NONHSAT097386,P56178
NONHSAT097386,P08151
NONHSAT097386,Q9H9S0
NONHSAT097386,Q99988
NONHSAT097386,P25490
NONHSAT097386,P49711
NONHSAT097386,P31260
NONHSAT097386,Q00839
NONHSAT097386,P49913
NONHSAT097386,Q15465
NONHSAT097386,P48431
NONHSAT097386,O43184
NONHSAT097386,Q7RTS3
NONHSAT097386,P78509
NONHSAT097499,O15042
NONHSAT097499,O60306
NONHSAT097499,O60341
NONHSAT097499,O95707
NONHSAT097499,P01189
NONHSAT097499,P01344
NONHSAT097499,P04150
NONHSAT097499,P04637
NONHSAT097499,P05455
NONHSAT097499,P07910
NONHSAT097499,P09132
NONHSAT097499,P14210
NONHSAT097499,P14859
NONHSAT097499,P23246
NONHSAT097499,P35453
NONHSAT097499,P55899
NONHSAT097499,P61011
NONHSAT097499,P62140
NONHSAT097499,P78345
NONHSAT097499,P84243
NONHSAT097499,Q01844
NONHSAT097499,Q13285
NONHSAT097499,Q13952
NONHSAT097499,Q15233
NONHSAT097499,Q15287
NONHSAT097499,Q15910
NONHSAT097499,Q4G0J3
NONHSAT097499,Q8IUX4
NONHSAT097499,Q8IYB3
NONHSAT097499,Q8WXF1
NONHSAT097499,Q92994
NONHSAT097499,Q96BK5
NONHSAT097499,Q96PU8
NONHSAT097499,Q99575
NONHSAT097499,Q9H633
NONHSAT097499,Q9HCE1
NONHSAT097499,Q9HCJ0
NONHSAT097499,Q9UKL0
NONHSAT097499,Q9UPQ9
NONHSAT097499,P56178
NONHSAT097499,P08151
NONHSAT097499,Q9H9S0
NONHSAT097499,Q99988
NONHSAT097499,P25490
NONHSAT097499,P49711
NONHSAT097499,P31260
NONHSAT097499,Q00839
NONHSAT097499,P49913
NONHSAT097499,Q15465
NONHSAT097499,P48431
NONHSAT097499,O43184
NONHSAT097499,Q7RTS3
NONHSAT097499,P78509
NONHSAT097804,O15042
NONHSAT097804,O60306
NONHSAT097804,O60341
NONHSAT097804,O95707
NONHSAT097804,P01189
NONHSAT097804,P01344
NONHSAT097804,P04150
NONHSAT097804,P04637
NONHSAT097804,P05455
NONHSAT097804,P07910
NONHSAT097804,P09132
NONHSAT097804,P14210
NONHSAT097804,P14859
NONHSAT097804,P23246
NONHSAT097804,P35453
NONHSAT097804,P55899
NONHSAT097804,P61011
NONHSAT097804,P62140
NONHSAT097804,P78345
NONHSAT097804,P84243
NONHSAT097804,Q01844
NONHSAT097804,Q13285
NONHSAT097804,Q13952
NONHSAT097804,Q15233
NONHSAT097804,Q15287
NONHSAT097804,Q15910
NONHSAT097804,Q4G0J3
NONHSAT097804,Q8IUX4
NONHSAT097804,Q8IYB3
NONHSAT097804,Q8WXF1
NONHSAT097804,Q92994
NONHSAT097804,Q96BK5
NONHSAT097804,Q96PU8
NONHSAT097804,Q99575
NONHSAT097804,Q9H633
NONHSAT097804,Q9HCE1
NONHSAT097804,Q9HCJ0
NONHSAT097804,Q9UKL0
NONHSAT097804,Q9UPQ9
NONHSAT097804,P56178
NONHSAT097804,P08151
NONHSAT097804,Q9H9S0
NONHSAT097804,Q99988
NONHSAT097804,P25490
NONHSAT097804,P49711
NONHSAT097804,P31260
NONHSAT097804,Q00839
NONHSAT097804,P49913
NONHSAT097804,Q15465
NONHSAT097804,P48431
NONHSAT097804,O43184
NONHSAT097804,Q7RTS3
NONHSAT097804,P78509
NONHSAT097973,O15042
NONHSAT097973,O60306
NONHSAT097973,O60341
NONHSAT097973,O95707
NONHSAT097973,P01189
NONHSAT097973,P01344
NONHSAT097973,P04150
NONHSAT097973,P04637
NONHSAT097973,P05455
NONHSAT097973,P07910
NONHSAT097973,P09132
NONHSAT097973,P14210
NONHSAT097973,P14859
NONHSAT097973,P23246
NONHSAT097973,P35453
NONHSAT097973,P55899
NONHSAT097973,P61011
NONHSAT097973,P62140
NONHSAT097973,P78345
NONHSAT097973,P84243
NONHSAT097973,Q01844
NONHSAT097973,Q13285
NONHSAT097973,Q13952
NONHSAT097973,Q15233
NONHSAT097973,Q15287
NONHSAT097973,Q15910
NONHSAT097973,Q4G0J3
NONHSAT097973,Q8IUX4
NONHSAT097973,Q8IYB3
NONHSAT097973,Q8WXF1
NONHSAT097973,Q92994
NONHSAT097973,Q96BK5
NONHSAT097973,Q96PU8
NONHSAT097973,Q99575
NONHSAT097973,Q9H633
NONHSAT097973,Q9HCE1
NONHSAT097973,Q9HCJ0
NONHSAT097973,Q9UKL0
NONHSAT097973,Q9UPQ9
NONHSAT097973,P56178
NONHSAT097973,P08151
NONHSAT097973,Q9H9S0
NONHSAT097973,Q99988
NONHSAT097973,P25490
NONHSAT097973,P49711
NONHSAT097973,P31260
NONHSAT097973,Q00839
NONHSAT097973,P49913
NONHSAT097973,Q15465
NONHSAT097973,P48431
NONHSAT097973,O43184
NONHSAT097973,Q7RTS3
NONHSAT097973,P78509
NONHSAT097985,O15042
NONHSAT097985,O60306
NONHSAT097985,O60341
NONHSAT097985,O95707
NONHSAT097985,P01189
NONHSAT097985,P01344
NONHSAT097985,P04150
NONHSAT097985,P04637
NONHSAT097985,P05455
NONHSAT097985,P07910
NONHSAT097985,P09132
NONHSAT097985,P14210
NONHSAT097985,P14859
NONHSAT097985,P23246
NONHSAT097985,P35453
NONHSAT097985,P55899
NONHSAT097985,P61011
NONHSAT097985,P62140
NONHSAT097985,P78345
NONHSAT097985,P84243
NONHSAT097985,Q01844
NONHSAT097985,Q13285
NONHSAT097985,Q13952
NONHSAT097985,Q15233
NONHSAT097985,Q15287
NONHSAT097985,Q15910
NONHSAT097985,Q4G0J3
NONHSAT097985,Q8IUX4
NONHSAT097985,Q8IYB3
NONHSAT097985,Q8WXF1
NONHSAT097985,Q92994
NONHSAT097985,Q96BK5
NONHSAT097985,Q96PU8
NONHSAT097985,Q99575
NONHSAT097985,Q9H633
NONHSAT097985,Q9HCE1
NONHSAT097985,Q9HCJ0
NONHSAT097985,Q9UKL0
NONHSAT097985,Q9UPQ9
NONHSAT097985,P56178
NONHSAT097985,P08151
NONHSAT097985,Q9H9S0
NONHSAT097985,Q99988
NONHSAT097985,P25490
NONHSAT097985,P49711
NONHSAT097985,P31260
NONHSAT097985,Q00839
NONHSAT097985,P49913
NONHSAT097985,Q15465
NONHSAT097985,P48431
NONHSAT097985,O43184
NONHSAT097985,Q7RTS3
NONHSAT097985,P78509
NONHSAT098048,O15042
NONHSAT098048,O60306
NONHSAT098048,O60341
NONHSAT098048,O95707
NONHSAT098048,P01189
NONHSAT098048,P01344
NONHSAT098048,P04150
NONHSAT098048,P04637
NONHSAT098048,P05455
NONHSAT098048,P07910
NONHSAT098048,P09132
NONHSAT098048,P14210
NONHSAT098048,P14859
NONHSAT098048,P23246
NONHSAT098048,P35453
NONHSAT098048,P55899
NONHSAT098048,P61011
NONHSAT098048,P62140
NONHSAT098048,P78345
NONHSAT098048,P84243
NONHSAT098048,Q01844
NONHSAT098048,Q13285
NONHSAT098048,Q13952
NONHSAT098048,Q15233
NONHSAT098048,Q15287
NONHSAT098048,Q15910
NONHSAT098048,Q4G0J3
NONHSAT098048,Q8IUX4
NONHSAT098048,Q8IYB3
NONHSAT098048,Q8WXF1
NONHSAT098048,Q92994
NONHSAT098048,Q96BK5
NONHSAT098048,Q96PU8
NONHSAT098048,Q99575
NONHSAT098048,Q9H633
NONHSAT098048,Q9HCE1
NONHSAT098048,Q9HCJ0
NONHSAT098048,Q9UKL0
NONHSAT098048,Q9UPQ9
NONHSAT098048,P56178
NONHSAT098048,P08151
NONHSAT098048,Q9H9S0
NONHSAT098048,Q99988
NONHSAT098048,P25490
NONHSAT098048,P49711
NONHSAT098048,P31260
NONHSAT098048,Q00839
NONHSAT098048,P49913
NONHSAT098048,Q15465
NONHSAT098048,P48431
NONHSAT098048,O43184
NONHSAT098048,Q7RTS3
NONHSAT098048,P78509
NONHSAT098084,O15042
NONHSAT098084,O60306
NONHSAT098084,O60341
NONHSAT098084,O95707
NONHSAT098084,P01189
NONHSAT098084,P01344
NONHSAT098084,P04150
